"id","dummyExpoSplit","milConflictCode","exposureName","exposureValue","percent"
68,2,"ODSS","Loud Noises","Yes",91.34
395,2,"ODSS","Loud Noises","Yes",85.04
140,2,"OIF/OEF/OND","Loud Noises","Don't Know",9.11
218,2,"ODSS","Loud Noises","Yes",105.67
281,2,"ODSS","Loud Noises","Don't Know",95.83
410,2,"ODSS","Loud Noises","Yes",95.76
394,2,"OIF/OEF/OND","Loud Noises","Don't Know",100.34
120,2,"OIF/OEF/OND","Loud Noises","No",97.39
138,2,"ODSS","Loud Noises","No",101.35
414,2,"OIF/OEF/OND","Loud Noises","Don't Know",81.89
95,2,"OIF/OEF/OND","Loud Noises","No",87.16
403,2,"OIF/OEF/OND","Loud Noises","Don't Know",7.53
231,2,"ODSS","Loud Noises","No",8.88
259,2,"ODSS","Loud Noises","Yes",84.53
71,2,"ODSS","Loud Noises","Don't Know",85.86
65,2,"OIF/OEF/OND","Loud Noises","Don't Know",84.28
60,2,"OIF/OEF/OND","Loud Noises","Yes",18.06
234,2,"OIF/OEF/OND","Loud Noises","Don't Know",92.47
37,2,"OIF/OEF/OND","Loud Noises","No",86.11
388,2,"OIF/OEF/OND","Loud Noises","Don't Know",96.07
1,2,"ODSS","Loud Noises","Don't Know",82.87
233,2,"OIF/OEF/OND","Loud Noises","Yes",92.99
219,2,"ODSS","Loud Noises","No",88.3
70,2,"ODSS","Loud Noises","Yes",85.71
379,2,"OIF/OEF/OND","Loud Noises","Yes",96.42
179,1,"ODSS","Ingestion of Contaminated Water","Don't Know",17.69
14,1,"ODSS","Ingestion of Contaminated Water","Yes",56.97
118,1,"ODSS","Ingestion of Contaminated Water","Yes",28.33
256,1,"ODSS","Ingestion of Contaminated Water","No",55.35
254,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",50.46
211,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",30.12
359,1,"ODSS","Ingestion of Contaminated Water","Don't Know",49.06
32,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",55.67
109,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",45.33
23,1,"ODSS","Ingestion of Contaminated Water","No",57.57
224,1,"ODSS","Ingestion of Contaminated Water","Yes",15.5
166,1,"ODSS","Ingestion of Contaminated Water","Don't Know",52.12
76,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",59.21
353,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",49.74
347,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",49.09
294,1,"ODSS","Ingestion of Contaminated Water","Don't Know",48.35
41,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",62.15
316,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",52.37
342,1,"ODSS","Ingestion of Contaminated Water","Yes",44.36
39,1,"ODSS","Ingestion of Contaminated Water","No",54.55
159,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",21.26
240,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",30.52
286,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",50.9
158,1,"ODSS","Ingestion of Contaminated Water","Don't Know",52.02
199,1,"ODSS","Ingestion of Contaminated Water","Don't Know",26.19
160,1,"ODSS","Ingestion of Contaminated Water","Don't Know",10.58
155,1,"ODSS","Ingestion of Contaminated Water","Don't Know",27.05
66,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",27.6
298,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",48.94
170,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",31.17
225,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",52.02
203,1,"ODSS","Ingestion of Contaminated Water","Don't Know",48.11
180,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",23.44
2,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",47.06
130,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",23.8
371,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",20.51
171,1,"ODSS","Ingestion of Contaminated Water","Yes",18.89
293,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",19.6
390,1,"ODSS","Ingestion of Contaminated Water","Don't Know",25.51
112,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",30.42
333,1,"ODSS","Ingestion of Contaminated Water","No",57.69
36,1,"ODSS","Ingestion of Contaminated Water","Don't Know",48.92
35,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",52.76
87,1,"ODSS","Ingestion of Contaminated Water","Yes",28.06
292,1,"ODSS","Ingestion of Contaminated Water","Yes",54.35
111,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",22.71
361,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",16.34
406,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",44.02
31,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",53.65
73,1,"ODSS","Ingestion of Contaminated Water","Yes",31.51
289,1,"ODSS","Ingestion of Contaminated Water","Don't Know",28.35
354,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",54.17
92,1,"ODSS","Ingestion of Contaminated Water","Don't Know",33.39
318,1,"ODSS","Ingestion of Contaminated Water","No",54.07
392,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",47.52
150,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",52.58
239,1,"ODSS","Ingestion of Contaminated Water","Don't Know",55.76
376,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",50.56
334,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",47.17
30,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",26.89
156,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",52.63
412,1,"ODSS","Ingestion of Contaminated Water","Don't Know",30.43
276,1,"ODSS","Ingestion of Contaminated Water","Yes",53.95
261,1,"ODSS","Ingestion of Contaminated Water","No",33.48
301,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",20.75
282,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",57.5
142,1,"ODSS","Ingestion of Contaminated Water","Yes",48.26
275,1,"ODSS","Ingestion of Contaminated Water","Don't Know",17.13
132,1,"ODSS","Ingestion of Contaminated Water","No",25.28
8,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",58.09
271,1,"ODSS","Ingestion of Contaminated Water","No",23.89
123,1,"ODSS","Ingestion of Contaminated Water","No",54.59
175,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",49.02
246,1,"ODSS","Ingestion of Contaminated Water","Yes",55.66
297,1,"ODSS","Ingestion of Contaminated Water","Yes",51.2
19,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",21.23
269,1,"ODSS","Ingestion of Contaminated Water","No",29.58
391,1,"ODSS","Ingestion of Contaminated Water","Don't Know",56.37
149,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",51.18
221,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",29.91
268,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",47.82
385,1,"ODSS","Ingestion of Contaminated Water","No",30.24
345,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",19.94
50,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",26.64
28,1,"ODSS","Ingestion of Contaminated Water","Yes",25.1
12,1,"ODSS","Ingestion of Contaminated Water","Yes",64.4
181,1,"ODSS","Ingestion of Contaminated Water","Yes",18.4
401,1,"ODSS","Ingestion of Contaminated Water","Yes",24.78
341,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",46.02
193,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",52.43
6,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",22.69
59,1,"ODSS","Ingestion of Contaminated Water","No",14.96
88,1,"ODSS","Ingestion of Contaminated Water","No",24.42
304,1,"ODSS","Ingestion of Contaminated Water","Yes",33.52
18,1,"ODSS","Ingestion of Contaminated Water","Yes",28.78
216,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",21.42
389,1,"ODSS","Ingestion of Contaminated Water","Yes",51.76
190,1,"ODSS","Ingestion of Contaminated Water","Don't Know",22.55
114,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",21.84
245,1,"ODSS","Ingestion of Contaminated Water","Don't Know",26
213,1,"ODSS","Ingestion of Contaminated Water","Don't Know",57.62
56,1,"ODSS","Ingestion of Contaminated Water","Yes",55.1
79,1,"ODSS","Ingestion of Contaminated Water","Yes",45.92
68,1,"ODSS","Ingestion of Contaminated Water","Yes",27
395,1,"ODSS","Ingestion of Contaminated Water","Don't Know",22.44
140,1,"ODSS","Ingestion of Contaminated Water","No",21.33
218,1,"ODSS","Ingestion of Contaminated Water","No",58.21
281,1,"ODSS","Ingestion of Contaminated Water","Yes",52.61
410,1,"ODSS","Ingestion of Contaminated Water","Yes",56.98
394,1,"ODSS","Ingestion of Contaminated Water","No",48.72
120,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",19.62
138,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",20.92
414,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",50.45
95,1,"ODSS","Ingestion of Contaminated Water","No",47.65
403,1,"ODSS","Ingestion of Contaminated Water","Yes",21.37
231,1,"ODSS","Ingestion of Contaminated Water","Yes",19.19
259,1,"ODSS","Ingestion of Contaminated Water","Don't Know",52.49
71,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",62.24
65,1,"ODSS","Ingestion of Contaminated Water","Yes",15.79
60,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Yes",24.42
234,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",57.19
37,1,"ODSS","Ingestion of Contaminated Water","Don't Know",28.02
388,1,"ODSS","Ingestion of Contaminated Water","Don't Know",15.17
1,1,"OIF/OEF/OND","Ingestion of Contaminated Water","No",51.86
233,1,"ODSS","Ingestion of Contaminated Water","No",47.36
219,1,"ODSS","Ingestion of Contaminated Water","Yes",28.4
70,1,"ODSS","Ingestion of Contaminated Water","No",56.3
379,1,"OIF/OEF/OND","Ingestion of Contaminated Water","Don't Know",59.61
179,2,"ODSS","Paint","Yes",48.1
14,2,"OIF/OEF/OND","Paint","Yes",42.1
118,2,"OIF/OEF/OND","Paint","No",16.31
256,2,"OIF/OEF/OND","Paint","No",45.38
254,2,"OIF/OEF/OND","Paint","No",42.99
211,2,"ODSS","Paint","No",37.64
359,2,"ODSS","Paint","Yes",46.92
32,2,"OIF/OEF/OND","Paint","No",47.95
109,2,"OIF/OEF/OND","Paint","Don't Know",38.08
23,2,"OIF/OEF/OND","Paint","Don't Know",36.56
224,2,"ODSS","Paint","No",29.79
166,2,"ODSS","Paint","No",50.06
76,2,"ODSS","Paint","Don't Know",53.99
353,2,"ODSS","Paint","No",51.48
347,2,"ODSS","Paint","No",41.06
294,2,"OIF/OEF/OND","Paint","Don't Know",41.76
41,2,"ODSS","Paint","Don't Know",56.15
316,2,"ODSS","Paint","Don't Know",59.08
342,2,"OIF/OEF/OND","Paint","Don't Know",0.25
39,2,"OIF/OEF/OND","Paint","Yes",52.62
159,2,"ODSS","Paint","Yes",52.4
240,2,"ODSS","Paint","Yes",34.8
286,2,"ODSS","Paint","Yes",40.73
158,2,"ODSS","Paint","Don't Know",49.77
199,2,"OIF/OEF/OND","Paint","No",53.21
160,2,"ODSS","Paint","Don't Know",38.84
155,2,"OIF/OEF/OND","Paint","Yes",34.01
66,2,"OIF/OEF/OND","Paint","No",55.46
298,2,"OIF/OEF/OND","Paint","Don't Know",49.76
170,2,"ODSS","Paint","Don't Know",43.51
225,2,"ODSS","Paint","Don't Know",53.84
203,2,"ODSS","Paint","Don't Know",41.11
180,2,"OIF/OEF/OND","Paint","No",39.08
2,2,"OIF/OEF/OND","Paint","Yes",52.77
130,2,"OIF/OEF/OND","Paint","Yes",39.5
371,2,"ODSS","Paint","Don't Know",52.72
171,2,"OIF/OEF/OND","Paint","No",37.62
293,2,"ODSS","Paint","Yes",52.5
390,2,"ODSS","Paint","Yes",53.17
112,2,"OIF/OEF/OND","Paint","Yes",37.41
333,2,"ODSS","Paint","Don't Know",48.33
36,2,"ODSS","Paint","Yes",40.87
35,2,"OIF/OEF/OND","Paint","Yes",43.14
87,2,"ODSS","Paint","Yes",35.8
292,2,"ODSS","Paint","No",49.43
111,2,"OIF/OEF/OND","Paint","Yes",54.24
361,2,"OIF/OEF/OND","Paint","Don't Know",4.97
406,2,"ODSS","Paint","Yes",56.91
31,2,"OIF/OEF/OND","Paint","Yes",47.71
73,2,"OIF/OEF/OND","Paint","Don't Know",52.95
289,2,"ODSS","Paint","Don't Know",39.85
354,2,"OIF/OEF/OND","Paint","No",3.93
92,2,"ODSS","Paint","Yes",2.28
318,2,"ODSS","Paint","Don't Know",4.34
392,2,"OIF/OEF/OND","Paint","Don't Know",37.63
150,2,"OIF/OEF/OND","Paint","Don't Know",55.33
239,2,"ODSS","Paint","No",50.78
376,2,"ODSS","Paint","Don't Know",57.75
334,2,"ODSS","Paint","Yes",46.79
30,2,"OIF/OEF/OND","Paint","Yes",33.68
156,2,"ODSS","Paint","Don't Know",53.63
412,2,"ODSS","Paint","Yes",57.34
276,2,"ODSS","Paint","No",45.1
261,2,"OIF/OEF/OND","Paint","No",37.16
301,2,"OIF/OEF/OND","Paint","Don't Know",51.07
282,2,"OIF/OEF/OND","Paint","Don't Know",47.2
142,2,"ODSS","Paint","Don't Know",47.79
275,2,"ODSS","Paint","Yes",13.61
132,2,"ODSS","Paint","Yes",56.36
8,2,"ODSS","Paint","Don't Know",44.11
271,2,"ODSS","Paint","No",46.57
123,2,"ODSS","Paint","Yes",50.43
175,2,"OIF/OEF/OND","Paint","Don't Know",49.43
246,2,"OIF/OEF/OND","Paint","Yes",45.02
297,2,"OIF/OEF/OND","Paint","Don't Know",54.08
19,2,"OIF/OEF/OND","Paint","No",58.47
269,2,"ODSS","Paint","No",52.04
391,2,"OIF/OEF/OND","Paint","Yes",40.65
149,2,"ODSS","Paint","No",46.15
221,2,"OIF/OEF/OND","Paint","Don't Know",4.92
268,2,"OIF/OEF/OND","Paint","Don't Know",57.25
385,2,"ODSS","Paint","Don't Know",56.9
345,2,"ODSS","Paint","No",54.95
50,2,"OIF/OEF/OND","Paint","No",37.4
28,2,"ODSS","Paint","Yes",51.51
12,2,"OIF/OEF/OND","Paint","Don't Know",60.96
181,2,"ODSS","Paint","Don't Know",53.8
401,2,"ODSS","Paint","No",45.61
341,2,"ODSS","Paint","Don't Know",55
193,2,"OIF/OEF/OND","Paint","Don't Know",56.1
6,2,"OIF/OEF/OND","Paint","Don't Know",37.83
59,2,"OIF/OEF/OND","Paint","No",44.19
88,2,"OIF/OEF/OND","Paint","Yes",48.4
304,2,"OIF/OEF/OND","Paint","Don't Know",36.81
18,2,"OIF/OEF/OND","Paint","Yes",53.52
216,2,"ODSS","Paint","Don't Know",38.2
389,2,"ODSS","Paint","Don't Know",48.56
190,2,"OIF/OEF/OND","Paint","Yes",50.74
114,2,"ODSS","Paint","No",54.53
245,2,"ODSS","Paint","Yes",57.28
213,2,"ODSS","Paint","Yes",52.93
56,2,"ODSS","Paint","Yes",53.62
79,2,"OIF/OEF/OND","Paint","No",42.96
68,2,"ODSS","Paint","Yes",36.39
395,2,"ODSS","Paint","Yes",39.89
140,2,"ODSS","Paint","Yes",56.59
218,2,"ODSS","Paint","No",38.47
281,2,"ODSS","Paint","No",41.77
410,2,"ODSS","Paint","Don't Know",35.95
394,2,"OIF/OEF/OND","Paint","Yes",44.89
120,2,"ODSS","Paint","Yes",35.61
138,2,"ODSS","Paint","Don't Know",48.94
414,2,"OIF/OEF/OND","Paint","No",58.49
95,2,"OIF/OEF/OND","Paint","Yes",41.37
403,2,"OIF/OEF/OND","Paint","Don't Know",43.72
231,2,"ODSS","Paint","No",48.26
259,2,"OIF/OEF/OND","Paint","No",55.95
71,2,"ODSS","Paint","No",6.08
65,2,"ODSS","Paint","No",50.43
60,2,"ODSS","Paint","Yes",43.17
234,2,"OIF/OEF/OND","Paint","Don't Know",42.98
37,2,"ODSS","Paint","Yes",43.4
388,2,"ODSS","Paint","Don't Know",50.13
1,2,"ODSS","Paint","Yes",59.78
233,2,"ODSS","Paint","Yes",55.91
219,2,"ODSS","Paint","Don't Know",56.93
70,2,"OIF/OEF/OND","Paint","Don't Know",37.83
379,2,"OIF/OEF/OND","Paint","Don't Know",50.54
179,1,"OIF/OEF/OND","Pesticides","Yes",36.43
14,1,"OIF/OEF/OND","Pesticides","Don't Know",36.53
118,1,"ODSS","Pesticides","Yes",27.88
256,1,"ODSS","Pesticides","Don't Know",32.18
254,1,"OIF/OEF/OND","Pesticides","Don't Know",37.91
211,1,"OIF/OEF/OND","Pesticides","Don't Know",39.06
359,1,"ODSS","Pesticides","Yes",30.88
32,1,"ODSS","Pesticides","Don't Know",32.85
109,1,"OIF/OEF/OND","Pesticides","No",34.68
23,1,"ODSS","Pesticides","Don't Know",33.53
224,1,"OIF/OEF/OND","Pesticides","Don't Know",31.68
166,1,"ODSS","Pesticides","Don't Know",45.92
76,1,"ODSS","Pesticides","Don't Know",40.12
353,1,"ODSS","Pesticides","No",30.15
347,1,"OIF/OEF/OND","Pesticides","Yes",33.99
294,1,"OIF/OEF/OND","Pesticides","Don't Know",34.02
41,1,"OIF/OEF/OND","Pesticides","Yes",35.09
316,1,"OIF/OEF/OND","Pesticides","Don't Know",37.71
342,1,"ODSS","Pesticides","No",23.62
39,1,"ODSS","Pesticides","Don't Know",38.83
159,1,"ODSS","Pesticides","Don't Know",32.17
240,1,"OIF/OEF/OND","Pesticides","No",28.93
286,1,"OIF/OEF/OND","Pesticides","No",26.04
158,1,"OIF/OEF/OND","Pesticides","No",37.21
199,1,"OIF/OEF/OND","Pesticides","Yes",31.12
160,1,"ODSS","Pesticides","Don't Know",28.64
155,1,"OIF/OEF/OND","Pesticides","No",32.57
66,1,"OIF/OEF/OND","Pesticides","Yes",40.41
298,1,"ODSS","Pesticides","Don't Know",27.01
170,1,"OIF/OEF/OND","Pesticides","Yes",43.17
225,1,"ODSS","Pesticides","Don't Know",35.69
203,1,"ODSS","Pesticides","Yes",36.31
180,1,"ODSS","Pesticides","Don't Know",33.88
2,1,"OIF/OEF/OND","Pesticides","Yes",35.33
130,1,"ODSS","Pesticides","No",37.28
371,1,"OIF/OEF/OND","Pesticides","Don't Know",36.01
171,1,"OIF/OEF/OND","Pesticides","Yes",29.83
293,1,"OIF/OEF/OND","Pesticides","Don't Know",31.97
390,1,"ODSS","Pesticides","Don't Know",26.56
112,1,"ODSS","Pesticides","Yes",42.6
333,1,"OIF/OEF/OND","Pesticides","No",18.78
36,1,"OIF/OEF/OND","Pesticides","Don't Know",23.67
35,1,"ODSS","Pesticides","Yes",34.26
87,1,"ODSS","Pesticides","No",37.87
292,1,"OIF/OEF/OND","Pesticides","No",38.39
111,1,"OIF/OEF/OND","Pesticides","No",30.34
361,1,"OIF/OEF/OND","Pesticides","Don't Know",25.55
406,1,"OIF/OEF/OND","Pesticides","Don't Know",24.61
31,1,"OIF/OEF/OND","Pesticides","Yes",28
73,1,"ODSS","Pesticides","No",36.53
289,1,"ODSS","Pesticides","Don't Know",43.87
354,1,"OIF/OEF/OND","Pesticides","Don't Know",27.59
92,1,"OIF/OEF/OND","Pesticides","No",28.41
318,1,"ODSS","Pesticides","No",41.16
392,1,"OIF/OEF/OND","Pesticides","Don't Know",41.4
150,1,"ODSS","Pesticides","No",32.63
239,1,"OIF/OEF/OND","Pesticides","Yes",20.6
376,1,"ODSS","Pesticides","Yes",40.67
334,1,"ODSS","Pesticides","No",41.2
30,1,"ODSS","Pesticides","Yes",34
156,1,"OIF/OEF/OND","Pesticides","Don't Know",37.15
412,1,"ODSS","Pesticides","Yes",24.15
276,1,"ODSS","Pesticides","No",36.68
261,1,"OIF/OEF/OND","Pesticides","Yes",36.87
301,1,"ODSS","Pesticides","No",27.15
282,1,"OIF/OEF/OND","Pesticides","No",45.44
142,1,"ODSS","Pesticides","Yes",31.21
275,1,"ODSS","Pesticides","No",35.35
132,1,"ODSS","Pesticides","Yes",22.59
8,1,"ODSS","Pesticides","No",42.28
271,1,"ODSS","Pesticides","Don't Know",33.11
123,1,"OIF/OEF/OND","Pesticides","Don't Know",34.07
175,1,"OIF/OEF/OND","Pesticides","No",23.98
246,1,"OIF/OEF/OND","Pesticides","No",31.33
297,1,"ODSS","Pesticides","Yes",42.11
19,1,"OIF/OEF/OND","Pesticides","Yes",35.73
269,1,"OIF/OEF/OND","Pesticides","No",45.76
391,1,"OIF/OEF/OND","Pesticides","Don't Know",24.83
149,1,"OIF/OEF/OND","Pesticides","No",44.91
221,1,"OIF/OEF/OND","Pesticides","No",29.62
268,1,"ODSS","Pesticides","Yes",34.47
385,1,"OIF/OEF/OND","Pesticides","Yes",33.77
345,1,"ODSS","Pesticides","No",35.53
50,1,"ODSS","Pesticides","No",35.83
28,1,"OIF/OEF/OND","Pesticides","Don't Know",39.52
12,1,"OIF/OEF/OND","Pesticides","Yes",34.13
181,1,"ODSS","Pesticides","No",38.39
401,1,"ODSS","Pesticides","Yes",42.45
341,1,"OIF/OEF/OND","Pesticides","No",20.92
193,1,"ODSS","Pesticides","Don't Know",40.52
6,1,"ODSS","Pesticides","Yes",27.71
59,1,"OIF/OEF/OND","Pesticides","Don't Know",26.96
88,1,"OIF/OEF/OND","Pesticides","Yes",31.51
304,1,"ODSS","Pesticides","No",38.32
18,1,"ODSS","Pesticides","Yes",26
216,1,"OIF/OEF/OND","Pesticides","Yes",32.65
389,1,"ODSS","Pesticides","Don't Know",32.49
190,1,"ODSS","Pesticides","No",40.49
114,1,"ODSS","Pesticides","Yes",41.84
245,1,"ODSS","Pesticides","No",22.43
213,1,"OIF/OEF/OND","Pesticides","No",27.9
56,1,"ODSS","Pesticides","Don't Know",31.24
79,1,"OIF/OEF/OND","Pesticides","No",36.22
68,1,"ODSS","Pesticides","Don't Know",38.3
395,1,"OIF/OEF/OND","Pesticides","No",24.2
140,1,"ODSS","Pesticides","Don't Know",25.06
218,1,"ODSS","Pesticides","Yes",39.94
281,1,"ODSS","Pesticides","Don't Know",39.72
410,1,"OIF/OEF/OND","Pesticides","Don't Know",29.04
394,1,"OIF/OEF/OND","Pesticides","Yes",35.73
120,1,"ODSS","Pesticides","Don't Know",34.17
138,1,"OIF/OEF/OND","Pesticides","No",37.91
414,1,"ODSS","Pesticides","Don't Know",29.28
95,1,"OIF/OEF/OND","Pesticides","Yes",32.47
403,1,"ODSS","Pesticides","Yes",30.02
231,1,"ODSS","Pesticides","Yes",35.66
259,1,"ODSS","Pesticides","No",25.59
71,1,"ODSS","Pesticides","Don't Know",32.31
65,1,"ODSS","Pesticides","Yes",42.71
60,1,"OIF/OEF/OND","Pesticides","Yes",38.34
234,1,"ODSS","Pesticides","Don't Know",33.42
37,1,"ODSS","Pesticides","Yes",39.29
388,1,"OIF/OEF/OND","Pesticides","Don't Know",34.85
1,1,"OIF/OEF/OND","Pesticides","No",28.99
233,1,"OIF/OEF/OND","Pesticides","No",31.92
219,1,"ODSS","Pesticides","Yes",39.3
70,1,"OIF/OEF/OND","Pesticides","No",30.85
379,1,"OIF/OEF/OND","Pesticides","Yes",29.61
179,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",13.99
14,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",89.34
118,2,"ODSS","Petrochemical Fuels or Fumes","No",83.95
256,2,"ODSS","Petrochemical Fuels or Fumes","No",88.03
254,2,"ODSS","Petrochemical Fuels or Fumes","No",84.85
211,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",86.98
359,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",95.43
32,2,"ODSS","Petrochemical Fuels or Fumes","Yes",90.88
109,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",80.06
23,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",85.85
224,2,"ODSS","Petrochemical Fuels or Fumes","No",16.59
166,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",2.52
76,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",84.1
353,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",88.26
347,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",88.07
294,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",81.49
41,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",94.44
316,2,"ODSS","Petrochemical Fuels or Fumes","No",82
342,2,"ODSS","Petrochemical Fuels or Fumes","Yes",88.61
39,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",88.51
159,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",87.03
240,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",10.43
286,2,"ODSS","Petrochemical Fuels or Fumes","Yes",73.78
158,2,"ODSS","Petrochemical Fuels or Fumes","No",83.81
199,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",90.14
160,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",12.06
155,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",6.02
66,2,"ODSS","Petrochemical Fuels or Fumes","Yes",17.07
298,2,"ODSS","Petrochemical Fuels or Fumes","No",86.57
170,2,"ODSS","Petrochemical Fuels or Fumes","Yes",89.95
225,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",86.88
203,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",84.81
180,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",86.15
2,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",89.71
130,2,"ODSS","Petrochemical Fuels or Fumes","No",86.45
371,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",89.6
171,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",87.94
293,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",88.74
390,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",86.98
112,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",92.05
333,2,"ODSS","Petrochemical Fuels or Fumes","No",83.87
36,2,"ODSS","Petrochemical Fuels or Fumes","Yes",84.49
35,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",81.81
87,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",86.35
292,2,"ODSS","Petrochemical Fuels or Fumes","Yes",85.45
111,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",89.32
361,2,"ODSS","Petrochemical Fuels or Fumes","No",82.93
406,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",81.56
31,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",87.14
73,2,"ODSS","Petrochemical Fuels or Fumes","No",11.56
289,2,"ODSS","Petrochemical Fuels or Fumes","No",89.89
354,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",85.49
92,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",95.2
318,2,"ODSS","Petrochemical Fuels or Fumes","No",88.86
392,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",86.01
150,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",89.24
239,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",78.48
376,2,"ODSS","Petrochemical Fuels or Fumes","No",83.67
334,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",90
